trecho_id,data_obs,lat_centroide,lon_centroide,mes,chuva_72h,chuva_7d,chuva_30d
RO-ARQ-0029,2024-02-25,-9.9314,-63.0689,2,51.1,98.6,283.6
RO-ARQ-0029,2024-07-15,-9.9314,-63.0689,7,0.0,0.1,1.1
RO-ARQ-0029,2024-10-20,-9.9314,-63.0689,10,14.4,42.9,85.1
RO-ARQ-0029,2025-02-10,-9.9314,-63.0689,2,40.2,98.6,345.7
RO-ARQ-0029,2025-03-15,-9.9314,-63.0689,3,45.5,68.9,297.6
RO-ARQ-0029,2025-08-15,-9.9314,-63.0689,8,0.0,0.0,5.5
RO-ARQ-0030,2023-02-15,-9.9178,-63.0112,2,17.7,38.2,263.0
RO-ARQ-0030,2023-03-08,-9.9178,-63.0112,3,18.1,62.8,263.1
RO-ARQ-0030,2023-07-20,-9.9178,-63.0112,7,0.0,13.0,13.2
RO-ARQ-0030,2023-11-15,-9.9178,-63.0112,11,5.9,21.4,64.6
RO-ARQ-0030,2024-01-20,-9.9178,-63.0112,1,17.8,41.8,241.9
RO-ARQ-0030,2024-02-25,-9.9178,-63.0112,2,50.1,84.2,271.4
RO-ARQ-0030,2024-07-15,-9.9178,-63.0112,7,0.0,0.5,2.1
RO-ARQ-0030,2024-10-20,-9.9178,-63.0112,10,9.6,31.6,66.7
RO-ARQ-0030,2025-02-10,-9.9178,-63.0112,2,41.0,96.9,371.2
RO-ARQ-0030,2025-03-15,-9.9178,-63.0112,3,44.9,60.5,292.7
RO-ARQ-0030,2025-08-15,-9.9178,-63.0112,8,0.0,0.0,6.1
RO-ARQ-0031,2023-02-15,-9.9509,-63.0253,2,17.7,38.2,263.0
RO-ARQ-0031,2023-03-08,-9.9509,-63.0253,3,18.1,62.8,263.1
RO-ARQ-0031,2023-07-20,-9.9509,-63.0253,7,0.0,13.0,13.2
RO-ARQ-0031,2023-11-15,-9.9509,-63.0253,11,5.9,21.4,64.6
RO-ARQ-0031,2024-01-20,-9.9509,-63.0253,1,17.8,41.8,241.9
RO-ARQ-0031,2024-02-25,-9.9509,-63.0253,2,50.1,84.2,271.4
RO-ARQ-0031,2024-07-15,-9.9509,-63.0253,7,0.0,0.5,2.1
RO-ARQ-0031,2024-10-20,-9.9509,-63.0253,10,9.6,31.6,66.7
RO-ARQ-0031,2025-02-10,-9.9509,-63.0253,2,41.0,96.9,371.2
RO-ARQ-0031,2025-03-15,-9.9509,-63.0253,3,44.9,60.5,292.7
RO-ARQ-0031,2025-08-15,-9.9509,-63.0253,8,0.0,0.0,6.1
RO-ARQ-0032,2023-02-15,-9.9516,-63.0273,2,17.7,38.2,263.0
RO-ARQ-0032,2023-03-08,-9.9516,-63.0273,3,18.1,62.8,263.1
RO-ARQ-0032,2023-07-20,-9.9516,-63.0273,7,0.0,13.0,13.2
RO-ARQ-0032,2023-11-15,-9.9516,-63.0273,11,5.9,21.4,64.6
RO-ARQ-0032,2024-01-20,-9.9516,-63.0273,1,17.8,41.8,241.9
RO-ARQ-0032,2024-02-25,-9.9516,-63.0273,2,50.1,84.2,271.4
RO-ARQ-0032,2024-07-15,-9.9516,-63.0273,7,0.0,0.5,2.1
RO-ARQ-0032,2024-10-20,-9.9516,-63.0273,10,9.6,31.6,66.7
RO-ARQ-0032,2025-02-10,-9.9516,-63.0273,2,41.0,96.9,371.2
RO-ARQ-0032,2025-03-15,-9.9516,-63.0273,3,44.9,60.5,292.7
RO-ARQ-0032,2025-08-15,-9.9516,-63.0273,8,0.0,0.0,6.1
RO-ARQ-0033,2023-02-15,-9.9539,-63.025,2,17.7,38.2,263.0
RO-ARQ-0033,2023-03-08,-9.9539,-63.025,3,18.1,62.8,263.1
RO-ARQ-0033,2023-07-20,-9.9539,-63.025,7,0.0,13.0,13.2
RO-ARQ-0033,2023-11-15,-9.9539,-63.025,11,5.9,21.4,64.6
RO-ARQ-0033,2024-01-20,-9.9539,-63.025,1,17.8,41.8,241.9
RO-ARQ-0033,2024-02-25,-9.9539,-63.025,2,50.1,84.2,271.4
RO-ARQ-0033,2024-07-15,-9.9539,-63.025,7,0.0,0.5,2.1
RO-ARQ-0033,2024-10-20,-9.9539,-63.025,10,9.6,31.6,66.7
RO-ARQ-0033,2025-02-10,-9.9539,-63.025,2,41.0,96.9,371.2
RO-ARQ-0033,2025-03-15,-9.9539,-63.025,3,44.9,60.5,292.7
RO-ARQ-0033,2025-08-15,-9.9539,-63.025,8,0.0,0.0,6.1
RO-ARQ-0034,2023-02-15,-9.9322,-62.883,2,13.7,46.4,250.9
RO-ARQ-0034,2023-03-08,-9.9322,-62.883,3,13.9,54.8,245.4
RO-ARQ-0034,2023-07-20,-9.9322,-62.883,7,0.0,5.8,6.0
RO-ARQ-0034,2023-11-15,-9.9322,-62.883,11,5.9,19.1,49.1
RO-ARQ-0034,2024-01-20,-9.9322,-62.883,1,21.9,47.3,215.4
RO-ARQ-0034,2024-02-25,-9.9322,-62.883,2,42.9,75.7,274.7
RO-ARQ-0034,2024-07-15,-9.9322,-62.883,7,0.0,0.6,3.3
RO-ARQ-0034,2024-10-20,-9.9322,-62.883,10,6.3,22.6,51.4
RO-ARQ-0034,2025-02-10,-9.9322,-62.883,2,42.1,88.8,351.9
RO-ARQ-0034,2025-03-15,-9.9322,-62.883,3,47.7,56.6,289.0
RO-ARQ-0034,2025-08-15,-9.9322,-62.883,8,0.0,0.0,6.1
RO-ARQ-0035,2023-02-15,-9.9329,-62.8708,2,13.9,40.6,227.1
RO-ARQ-0035,2023-03-08,-9.9329,-62.8708,3,22.7,61.2,255.1
RO-ARQ-0035,2023-07-20,-9.9329,-62.8708,7,0.0,7.0,7.3
RO-ARQ-0035,2023-11-15,-9.9329,-62.8708,11,8.6,31.8,70.9
RO-ARQ-0035,2024-01-20,-9.9329,-62.8708,1,17.3,46.1,204.5
RO-ARQ-0035,2024-02-25,-9.9329,-62.8708,2,45.8,86.1,295.2
RO-ARQ-0035,2024-07-15,-9.9329,-62.8708,7,0.0,0.5,2.3
RO-ARQ-0035,2024-10-20,-9.9329,-62.8708,10,5.3,25.6,65.0
RO-ARQ-0035,2025-02-10,-9.9329,-62.8708,2,38.2,85.4,347.6
RO-ARQ-0035,2025-03-15,-9.9329,-62.8708,3,49.0,59.4,306.7
RO-ARQ-0035,2025-08-15,-9.9329,-62.8708,8,0.0,0.0,3.4
RO-ARQ-0036,2023-02-15,-9.9328,-62.8584,2,13.9,40.6,227.1
RO-ARQ-0036,2023-03-08,-9.9328,-62.8584,3,22.7,61.2,255.1
RO-ARQ-0036,2023-07-20,-9.9328,-62.8584,7,0.0,7.0,7.3
RO-ARQ-0036,2023-11-15,-9.9328,-62.8584,11,8.6,31.8,70.9
RO-ARQ-0036,2024-01-20,-9.9328,-62.8584,1,17.3,46.1,204.5
RO-ARQ-0036,2024-02-25,-9.9328,-62.8584,2,45.8,86.1,295.2
RO-ARQ-0036,2024-07-15,-9.9328,-62.8584,7,0.0,0.5,2.3
RO-ARQ-0036,2024-10-20,-9.9328,-62.8584,10,5.3,25.6,65.0
RO-ARQ-0036,2025-02-10,-9.9328,-62.8584,2,38.2,85.4,347.6
RO-ARQ-0036,2025-03-15,-9.9328,-62.8584,3,49.0,59.4,306.7
RO-ARQ-0036,2025-08-15,-9.9328,-62.8584,8,0.0,0.0,3.4
RO-ARQ-0037,2023-02-15,-9.9302,-62.8482,2,13.9,40.6,227.1
RO-ARQ-0037,2023-03-08,-9.9302,-62.8482,3,22.7,61.2,255.1
RO-ARQ-0037,2023-07-20,-9.9302,-62.8482,7,0.0,7.0,7.3
RO-ARQ-0037,2023-11-15,-9.9302,-62.8482,11,8.6,31.8,70.9
RO-ARQ-0037,2024-01-20,-9.9302,-62.8482,1,17.3,46.1,204.5
RO-ARQ-0037,2024-02-25,-9.9302,-62.8482,2,45.8,86.1,295.2
RO-ARQ-0037,2024-07-15,-9.9302,-62.8482,7,0.0,0.5,2.3
RO-ARQ-0037,2024-10-20,-9.9302,-62.8482,10,5.3,25.6,65.0
RO-ARQ-0037,2025-02-10,-9.9302,-62.8482,2,38.2,85.4,347.6
RO-ARQ-0037,2025-03-15,-9.9302,-62.8482,3,49.0,59.4,306.7
RO-ARQ-0037,2025-08-15,-9.9302,-62.8482,8,0.0,0.0,3.4
RO-ARQ-0038,2023-02-15,-9.9326,-62.8376,2,13.9,40.6,227.1
RO-ARQ-0038,2023-03-08,-9.9326,-62.8376,3,22.7,61.2,255.1
RO-ARQ-0038,2023-07-20,-9.9326,-62.8376,7,0.0,7.0,7.3
RO-ARQ-0038,2023-11-15,-9.9326,-62.8376,11,8.6,31.8,70.9
RO-ARQ-0038,2024-01-20,-9.9326,-62.8376,1,17.3,46.1,204.5
RO-ARQ-0038,2024-02-25,-9.9326,-62.8376,2,45.8,86.1,295.2
RO-ARQ-0038,2024-07-15,-9.9326,-62.8376,7,0.0,0.5,2.3
RO-ARQ-0038,2024-10-20,-9.9326,-62.8376,10,5.3,25.6,65.0
RO-ARQ-0038,2025-02-10,-9.9326,-62.8376,2,38.2,85.4,347.6
RO-ARQ-0038,2025-03-15,-9.9326,-62.8376,3,49.0,59.4,306.7
RO-ARQ-0038,2025-08-15,-9.9326,-62.8376,8,0.0,0.0,3.4
RO-ARQ-0039,2023-02-15,-9.9322,-62.8263,2,13.9,40.6,227.1
RO-ARQ-0039,2023-03-08,-9.9322,-62.8263,3,22.7,61.2,255.1
RO-ARQ-0039,2023-07-20,-9.9322,-62.8263,7,0.0,7.0,7.3
RO-ARQ-0039,2023-11-15,-9.9322,-62.8263,11,8.6,31.8,70.9
RO-ARQ-0039,2024-01-20,-9.9322,-62.8263,1,17.3,46.1,204.5
RO-ARQ-0039,2024-02-25,-9.9322,-62.8263,2,45.8,86.1,295.2
RO-ARQ-0039,2024-07-15,-9.9322,-62.8263,7,0.0,0.5,2.3
RO-ARQ-0039,2024-10-20,-9.9322,-62.8263,10,5.3,25.6,65.0
RO-ARQ-0039,2025-02-10,-9.9322,-62.8263,2,38.2,85.4,347.6
RO-ARQ-0039,2025-03-15,-9.9322,-62.8263,3,49.0,59.4,306.7
RO-ARQ-0039,2025-08-15,-9.9322,-62.8263,8,0.0,0.0,3.4
RO-ARQ-0040,2023-02-15,-9.9324,-62.8158,2,13.9,40.6,227.1
RO-ARQ-0040,2023-03-08,-9.9324,-62.8158,3,22.7,61.2,255.1
RO-ARQ-0040,2023-07-20,-9.9324,-62.8158,7,0.0,7.0,7.3
RO-ARQ-0040,2023-11-15,-9.9324,-62.8158,11,8.6,31.8,70.9
RO-ARQ-0040,2024-01-20,-9.9324,-62.8158,1,17.3,46.1,204.5
RO-ARQ-0040,2024-02-25,-9.9324,-62.8158,2,45.8,86.1,295.2
RO-ARQ-0040,2024-07-15,-9.9324,-62.8158,7,0.0,0.5,2.3
RO-ARQ-0040,2024-10-20,-9.9324,-62.8158,10,5.3,25.6,65.0
RO-ARQ-0040,2025-02-10,-9.9324,-62.8158,2,38.2,85.4,347.6
RO-ARQ-0040,2025-03-15,-9.9324,-62.8158,3,49.0,59.4,306.7
RO-ARQ-0040,2025-08-15,-9.9324,-62.8158,8,0.0,0.0,3.4
RO-ARQ-0041,2023-02-15,-9.933,-62.8036,2,13.9,40.6,227.1
RO-ARQ-0041,2023-03-08,-9.933,-62.8036,3,22.7,61.2,255.1
RO-ARQ-0041,2023-07-20,-9.933,-62.8036,7,0.0,7.0,7.3
RO-ARQ-0041,2023-11-15,-9.933,-62.8036,11,8.6,31.8,70.9
RO-ARQ-0041,2024-01-20,-9.933,-62.8036,1,17.3,46.1,204.5
RO-ARQ-0041,2024-02-25,-9.933,-62.8036,2,45.8,86.1,295.2
RO-ARQ-0041,2024-07-15,-9.933,-62.8036,7,0.0,0.5,2.3
RO-ARQ-0041,2024-10-20,-9.933,-62.8036,10,5.3,25.6,65.0
RO-ARQ-0041,2025-02-10,-9.933,-62.8036,2,38.2,85.4,347.6
RO-ARQ-0041,2025-03-15,-9.933,-62.8036,3,49.0,59.4,306.7
RO-ARQ-0041,2025-08-15,-9.933,-62.8036,8,0.0,0.0,3.4
RO-ARQ-0042,2023-02-15,-9.933,-62.7907,2,18.2,40.8,228.0
RO-ARQ-0042,2023-03-08,-9.933,-62.7907,3,28.8,71.4,258.6
RO-ARQ-0042,2023-07-20,-9.933,-62.7907,7,0.0,4.3,4.6
RO-ARQ-0042,2023-11-15,-9.933,-62.7907,11,12.3,31.1,75.0
RO-ARQ-0042,2024-01-20,-9.933,-62.7907,1,28.9,59.1,229.6
RO-ARQ-0042,2024-02-25,-9.933,-62.7907,2,46.5,80.2,245.4
RO-ARQ-0042,2024-07-15,-9.933,-62.7907,7,0.0,0.7,2.7
RO-ARQ-0042,2024-10-20,-9.933,-62.7907,10,3.9,29.6,77.4
RO-ARQ-0042,2025-02-10,-9.933,-62.7907,2,28.5,75.4,306.6
RO-ARQ-0042,2025-03-15,-9.933,-62.7907,3,52.1,67.0,318.7
RO-ARQ-0042,2025-08-15,-9.933,-62.7907,8,0.0,0.0,7.6
RO-ARQ-0043,2023-02-15,-9.9062,-62.9045,2,13.7,46.4,250.9
RO-ARQ-0043,2023-03-08,-9.9062,-62.9045,3,13.9,54.8,245.4
RO-ARQ-0043,2023-07-20,-9.9062,-62.9045,7,0.0,5.8,6.0
RO-ARQ-0043,2023-11-15,-9.9062,-62.9045,11,5.9,19.1,49.1
RO-ARQ-0043,2024-01-20,-9.9062,-62.9045,1,21.9,47.3,215.4
RO-ARQ-0043,2024-02-25,-9.9062,-62.9045,2,42.9,75.7,274.7
RO-ARQ-0043,2024-07-15,-9.9062,-62.9045,7,0.0,0.6,3.3
RO-ARQ-0043,2024-10-20,-9.9062,-62.9045,10,6.3,22.6,51.4
RO-ARQ-0043,2025-02-10,-9.9062,-62.9045,2,42.1,88.8,351.9
RO-ARQ-0043,2025-03-15,-9.9062,-62.9045,3,47.7,56.6,289.0
RO-ARQ-0043,2025-08-15,-9.9062,-62.9045,8,0.0,0.0,6.1
RO-ARQ-0044,2023-02-15,-9.9335,-62.9671,2,17.7,38.2,263.0
RO-ARQ-0044,2023-03-08,-9.9335,-62.9671,3,18.1,62.8,263.1
RO-ARQ-0044,2023-07-20,-9.9335,-62.9671,7,0.0,13.0,13.2
RO-ARQ-0044,2023-11-15,-9.9335,-62.9671,11,5.9,21.4,64.6
RO-ARQ-0044,2024-01-20,-9.9335,-62.9671,1,17.8,41.8,241.9
RO-ARQ-0044,2024-02-25,-9.9335,-62.9671,2,50.1,84.2,271.4
RO-ARQ-0044,2024-07-15,-9.9335,-62.9671,7,0.0,0.5,2.1
RO-ARQ-0044,2024-10-20,-9.9335,-62.9671,10,9.6,31.6,66.7
RO-ARQ-0044,2025-02-10,-9.9335,-62.9671,2,41.0,96.9,371.2
RO-ARQ-0044,2025-03-15,-9.9335,-62.9671,3,44.9,60.5,292.7
RO-ARQ-0044,2025-08-15,-9.9335,-62.9671,8,0.0,0.0,6.1
RO-ARQ-0045,2023-02-15,-9.9362,-62.9733,2,17.7,38.2,263.0
RO-ARQ-0045,2023-03-08,-9.9362,-62.9733,3,18.1,62.8,263.1
RO-ARQ-0045,2023-07-20,-9.9362,-62.9733,7,0.0,13.0,13.2
RO-ARQ-0045,2023-11-15,-9.9362,-62.9733,11,5.9,21.4,64.6
RO-ARQ-0045,2024-01-20,-9.9362,-62.9733,1,17.8,41.8,241.9
RO-ARQ-0045,2024-02-25,-9.9362,-62.9733,2,50.1,84.2,271.4
RO-ARQ-0045,2024-07-15,-9.9362,-62.9733,7,0.0,0.5,2.1
RO-ARQ-0045,2024-10-20,-9.9362,-62.9733,10,9.6,31.6,66.7
RO-ARQ-0045,2025-02-10,-9.9362,-62.9733,2,41.0,96.9,371.2
RO-ARQ-0045,2025-03-15,-9.9362,-62.9733,3,44.9,60.5,292.7
RO-ARQ-0045,2025-08-15,-9.9362,-62.9733,8,0.0,0.0,6.1
RO-ARQ-0046,2023-02-15,-9.9376,-62.9704,2,17.7,38.2,263.0
RO-ARQ-0046,2023-03-08,-9.9376,-62.9704,3,18.1,62.8,263.1
RO-ARQ-0046,2023-07-20,-9.9376,-62.9704,7,0.0,13.0,13.2
RO-ARQ-0046,2023-11-15,-9.9376,-62.9704,11,5.9,21.4,64.6
RO-ARQ-0046,2024-01-20,-9.9376,-62.9704,1,17.8,41.8,241.9
RO-ARQ-0046,2024-02-25,-9.9376,-62.9704,2,50.1,84.2,271.4
RO-ARQ-0046,2024-07-15,-9.9376,-62.9704,7,0.0,0.5,2.1
RO-ARQ-0046,2024-10-20,-9.9376,-62.9704,10,9.6,31.6,66.7
RO-ARQ-0046,2025-02-10,-9.9376,-62.9704,2,41.0,96.9,371.2
RO-ARQ-0046,2025-03-15,-9.9376,-62.9704,3,44.9,60.5,292.7
RO-ARQ-0046,2025-08-15,-9.9376,-62.9704,8,0.0,0.0,6.1
RO-ARQ-0047,2023-02-15,-9.9367,-63.0795,2,18.8,35.9,240.2
RO-ARQ-0047,2023-03-08,-9.9367,-63.0795,3,16.9,58.5,277.2
RO-ARQ-0047,2023-07-20,-9.9367,-63.0795,7,0.0,21.4,21.6
RO-ARQ-0047,2023-11-15,-9.9367,-63.0795,11,7.4,19.1,65.4
RO-ARQ-0047,2024-01-20,-9.9367,-63.0795,1,25.8,48.8,259.2
RO-ARQ-0047,2024-02-25,-9.9367,-63.0795,2,51.1,98.6,283.6
RO-ARQ-0047,2024-07-15,-9.9367,-63.0795,7,0.0,0.1,1.1
RO-ARQ-0047,2024-10-20,-9.9367,-63.0795,10,14.4,42.9,85.1
RO-ARQ-0047,2025-02-10,-9.9367,-63.0795,2,40.2,98.6,345.7
RO-ARQ-0047,2025-03-15,-9.9367,-63.0795,3,45.5,68.9,297.6
RO-ARQ-0047,2025-08-15,-9.9367,-63.0795,8,0.0,0.0,5.5
RO-ARQ-0048,2023-02-15,-9.9459,-63.0709,2,18.8,35.9,240.2
RO-ARQ-0048,2023-03-08,-9.9459,-63.0709,3,16.9,58.5,277.2
RO-ARQ-0048,2023-07-20,-9.9459,-63.0709,7,0.0,21.4,21.6
RO-ARQ-0048,2023-11-15,-9.9459,-63.0709,11,7.4,19.1,65.4
RO-ARQ-0048,2024-01-20,-9.9459,-63.0709,1,25.8,48.8,259.2
RO-ARQ-0048,2024-02-25,-9.9459,-63.0709,2,51.1,98.6,283.6
RO-ARQ-0048,2024-07-15,-9.9459,-63.0709,7,0.0,0.1,1.1
RO-ARQ-0048,2024-10-20,-9.9459,-63.0709,10,14.4,42.9,85.1
RO-ARQ-0048,2025-02-10,-9.9459,-63.0709,2,40.2,98.6,345.7
RO-ARQ-0048,2025-03-15,-9.9459,-63.0709,3,45.5,68.9,297.6
RO-ARQ-0048,2025-08-15,-9.9459,-63.0709,8,0.0,0.0,5.5
RO-ARQ-0049,2023-02-15,-9.9035,-62.9005,2,18.1,36.5,226.8
RO-ARQ-0049,2023-03-08,-9.9035,-62.9005,3,17.4,57.6,239.4
RO-ARQ-0049,2023-07-20,-9.9035,-62.9005,7,0.0,1.2,1.5
RO-ARQ-0049,2023-11-15,-9.9035,-62.9005,11,7.5,22.0,63.2
RO-ARQ-0049,2024-01-20,-9.9035,-62.9005,1,15.0,43.9,224.9
RO-ARQ-0049,2024-02-25,-9.9035,-62.9005,2,42.1,90.0,315.1
RO-ARQ-0049,2024-07-15,-9.9035,-62.9005,7,0.0,0.6,2.2
RO-ARQ-0049,2024-10-20,-9.9035,-62.9005,10,5.5,27.3,73.4
RO-ARQ-0049,2025-02-10,-9.9035,-62.9005,2,40.0,81.0,349.0
RO-ARQ-0049,2025-03-15,-9.9035,-62.9005,3,42.1,56.3,306.7
RO-ARQ-0049,2025-08-15,-9.9035,-62.9005,8,0.0,0.0,2.7
RO-ARQ-0050,2023-02-15,-9.8674,-63.0551,2,17.2,30.2,222.2
RO-ARQ-0050,2023-03-08,-9.8674,-63.0551,3,20.3,54.4,249.4
RO-ARQ-0050,2023-07-20,-9.8674,-63.0551,7,0.0,0.4,0.6
RO-ARQ-0050,2023-11-15,-9.8674,-63.0551,11,4.7,18.1,65.4
RO-ARQ-0050,2024-01-20,-9.8674,-63.0551,1,15.9,40.9,247.5
RO-ARQ-0050,2024-02-25,-9.8674,-63.0551,2,51.4,85.7,282.1
RO-ARQ-0050,2024-07-15,-9.8674,-63.0551,7,0.0,0.2,2.0
RO-ARQ-0050,2024-10-20,-9.8674,-63.0551,10,7.8,35.7,77.8
RO-ARQ-0050,2025-02-10,-9.8674,-63.0551,2,39.6,83.3,313.6
RO-ARQ-0050,2025-03-15,-9.8674,-63.0551,3,35.3,67.1,313.2
RO-ARQ-0050,2025-08-15,-9.8674,-63.0551,8,0.0,0.0,5.6
RO-ARQ-0051,2023-02-15,-9.9438,-63.029,2,17.7,38.2,263.0
RO-ARQ-0051,2023-03-08,-9.9438,-63.029,3,18.1,62.8,263.1
RO-ARQ-0051,2023-07-20,-9.9438,-63.029,7,0.0,13.0,13.2
RO-ARQ-0051,2023-11-15,-9.9438,-63.029,11,5.9,21.4,64.6
RO-ARQ-0051,2024-01-20,-9.9438,-63.029,1,17.8,41.8,241.9
RO-ARQ-0051,2024-02-25,-9.9438,-63.029,2,50.1,84.2,271.4
RO-ARQ-0051,2024-07-15,-9.9438,-63.029,7,0.0,0.5,2.1
RO-ARQ-0051,2024-10-20,-9.9438,-63.029,10,9.6,31.6,66.7
RO-ARQ-0051,2025-02-10,-9.9438,-63.029,2,41.0,96.9,371.2
RO-ARQ-0051,2025-03-15,-9.9438,-63.029,3,44.9,60.5,292.7
RO-ARQ-0051,2025-08-15,-9.9438,-63.029,8,0.0,0.0,6.1
RO-ARQ-0052,2023-02-15,-9.8788,-62.8481,2,13.8,38.1,235.3
RO-ARQ-0052,2023-03-08,-9.8788,-62.8481,3,22.4,59.4,258.8
RO-ARQ-0052,2023-07-20,-9.8788,-62.8481,7,0.0,1.6,2.1
RO-ARQ-0052,2023-11-15,-9.8788,-62.8481,11,11.4,27.9,70.1
RO-ARQ-0052,2024-01-20,-9.8788,-62.8481,1,19.5,48.2,206.4
RO-ARQ-0052,2024-02-25,-9.8788,-62.8481,2,40.1,74.9,282.1
RO-ARQ-0052,2024-07-15,-9.8788,-62.8481,7,0.0,0.5,2.1
RO-ARQ-0052,2024-10-20,-9.8788,-62.8481,10,11.0,30.2,71.4
RO-ARQ-0052,2025-02-10,-9.8788,-62.8481,2,43.6,83.2,363.9
RO-ARQ-0052,2025-03-15,-9.8788,-62.8481,3,45.6,58.8,309.3
RO-ARQ-0052,2025-08-15,-9.8788,-62.8481,8,0.0,0.0,5.5
RO-ARQ-0053,2023-02-15,-9.8861,-62.8748,2,13.8,38.1,235.3
RO-ARQ-0053,2023-03-08,-9.8861,-62.8748,3,22.4,59.4,258.8
RO-ARQ-0053,2023-07-20,-9.8861,-62.8748,7,0.0,1.6,2.1
RO-ARQ-0053,2023-11-15,-9.8861,-62.8748,11,11.4,27.9,70.1
RO-ARQ-0053,2024-01-20,-9.8861,-62.8748,1,19.5,48.2,206.4
RO-ARQ-0053,2024-02-25,-9.8861,-62.8748,2,40.1,74.9,282.1
RO-ARQ-0053,2024-07-15,-9.8861,-62.8748,7,0.0,0.5,2.1
RO-ARQ-0053,2024-10-20,-9.8861,-62.8748,10,11.0,30.2,71.4
RO-ARQ-0053,2025-02-10,-9.8861,-62.8748,2,43.6,83.2,363.9
RO-ARQ-0053,2025-03-15,-9.8861,-62.8748,3,45.6,58.8,309.3
RO-ARQ-0053,2025-08-15,-9.8861,-62.8748,8,0.0,0.0,5.5
RO-ARQ-0054,2023-02-15,-9.8837,-62.8759,2,13.8,38.1,235.3
RO-ARQ-0054,2023-03-08,-9.8837,-62.8759,3,22.4,59.4,258.8
RO-ARQ-0054,2023-07-20,-9.8837,-62.8759,7,0.0,1.6,2.1
RO-ARQ-0054,2023-11-15,-9.8837,-62.8759,11,11.4,27.9,70.1
RO-ARQ-0054,2024-01-20,-9.8837,-62.8759,1,19.5,48.2,206.4
RO-ARQ-0054,2024-02-25,-9.8837,-62.8759,2,40.1,74.9,282.1
RO-ARQ-0054,2024-07-15,-9.8837,-62.8759,7,0.0,0.5,2.1
RO-ARQ-0054,2024-10-20,-9.8837,-62.8759,10,11.0,30.2,71.4
RO-ARQ-0054,2025-02-10,-9.8837,-62.8759,2,43.6,83.2,363.9
RO-ARQ-0054,2025-03-15,-9.8837,-62.8759,3,45.6,58.8,309.3
RO-ARQ-0054,2025-08-15,-9.8837,-62.8759,8,0.0,0.0,5.5
RO-ARQ-0055,2023-02-15,-9.9382,-63.1378,2,14.0,29.6,222.9
RO-ARQ-0055,2023-03-08,-9.9382,-63.1378,3,20.3,55.1,236.1
RO-ARQ-0055,2023-07-20,-9.9382,-63.1378,7,0.0,23.1,23.3
RO-ARQ-0055,2023-11-15,-9.9382,-63.1378,11,6.2,20.6,67.9
RO-ARQ-0055,2024-01-20,-9.9382,-63.1378,1,21.8,44.7,246.3
RO-ARQ-0055,2024-02-25,-9.9382,-63.1378,2,49.3,97.9,276.4
RO-ARQ-0055,2024-07-15,-9.9382,-63.1378,7,0.0,0.0,1.0
RO-ARQ-0055,2024-10-20,-9.9382,-63.1378,10,10.0,35.2,78.0
RO-ARQ-0055,2025-02-10,-9.9382,-63.1378,2,31.8,81.5,327.9
RO-ARQ-0055,2025-03-15,-9.9382,-63.1378,3,34.6,74.4,295.9
RO-ARQ-0055,2025-08-15,-9.9382,-63.1378,8,0.0,0.0,13.1
RO-ARQ-0056,2023-02-15,-9.9398,-63.1496,2,14.0,29.6,222.9
RO-ARQ-0056,2023-03-08,-9.9398,-63.1496,3,20.3,55.1,236.1
RO-ARQ-0056,2023-07-20,-9.9398,-63.1496,7,0.0,23.1,23.3
RO-ARQ-0056,2023-11-15,-9.9398,-63.1496,11,6.2,20.6,67.9
RO-ARQ-0056,2024-01-20,-9.9398,-63.1496,1,21.8,44.7,246.3
RO-ARQ-0056,2024-02-25,-9.9398,-63.1496,2,49.3,97.9,276.4
RO-ARQ-0056,2024-07-15,-9.9398,-63.1496,7,0.0,0.0,1.0
RO-ARQ-0056,2024-10-20,-9.9398,-63.1496,10,10.0,35.2,78.0
RO-ARQ-0056,2025-02-10,-9.9398,-63.1496,2,31.8,81.5,327.9
RO-ARQ-0056,2025-03-15,-9.9398,-63.1496,3,34.6,74.4,295.9
RO-ARQ-0056,2025-08-15,-9.9398,-63.1496,8,0.0,0.0,13.1
RO-ARQ-0057,2023-02-15,-9.9387,-63.1615,2,14.0,29.6,222.9
RO-ARQ-0057,2023-03-08,-9.9387,-63.1615,3,20.3,55.1,236.1
RO-ARQ-0057,2023-07-20,-9.9387,-63.1615,7,0.0,23.1,23.3
RO-ARQ-0057,2023-11-15,-9.9387,-63.1615,11,6.2,20.6,67.9
RO-ARQ-0057,2024-01-20,-9.9387,-63.1615,1,21.8,44.7,246.3
RO-ARQ-0057,2024-02-25,-9.9387,-63.1615,2,49.3,97.9,276.4
RO-ARQ-0057,2024-07-15,-9.9387,-63.1615,7,0.0,0.0,1.0
RO-ARQ-0057,2024-10-20,-9.9387,-63.1615,10,10.0,35.2,78.0
RO-ARQ-0057,2025-02-10,-9.9387,-63.1615,2,31.8,81.5,327.9
RO-ARQ-0057,2025-03-15,-9.9387,-63.1615,3,34.6,74.4,295.9
RO-ARQ-0057,2025-08-15,-9.9387,-63.1615,8,0.0,0.0,13.1
RO-ARQ-0058,2023-02-15,-9.9392,-63.1754,2,14.0,29.6,222.9
RO-ARQ-0058,2023-03-08,-9.9392,-63.1754,3,20.3,55.1,236.1
RO-ARQ-0058,2023-07-20,-9.9392,-63.1754,7,0.0,23.1,23.3
RO-ARQ-0058,2023-11-15,-9.9392,-63.1754,11,6.2,20.6,67.9
